ID,ID_Ristow,ID_Khatchatrian,Page_Khatchatrian,Page_Khatchatrian_1982_Suppl,Pelagios_ID,Place_name_modern,Localisation,X_coordinates,Y_coordinates,Localisation_certainty,Localisation_notes,Certainty,Place_name_full_precisely_transcribed_from_Ristow,Near,Place_name_ancient,Place_name_alternative_forms,State_modern,Region_modern,Island,Region_ancient,Province_ancient,Date_Ristow,Built_after_or_in,Built_before_or_in,Date_century_from_ante_quem,Date_average,Date_century_from_average,Date_certainty,Separate_Building_or_Part_of_the_Church,Place_specification,Patrocinium,Building_orientation,Building_shape_1,Building_shape_2,Building_shape_3,Building_shape_note,Entrance_from,Entrance_room,Apse,Piscina_location,Piscina_shape_1,Piscina_shape_2,Piscina_shape_3,Piscina_shape_4,Piscina_shape_5,Piscina_shape_6,Piscina_shape_note,Additional_piscina,Monolithic_piscina,Piscina_steps_number_max,Piscina_steps_from_direction,Piscina_depth_cm,Piscina_depth_precise,Piscina_height_cm,Not_totally_full,Ciborium,Ciborium_supports_no,Plan_reference,Plan,Photo,Notes,
588,583,,109,,,Es Formás de Torelló,"Es Formás de Torelló, Spain",3.82,40.05,3,Far de Punta Nati,certain or very probable,Menorca - Es Formás de Torelló (Famas) {Baleares},,,"Es Formás de Torelló, Famas",Spain,,Menorca,,,fma,500,999,10,750,8,,,,,NE,rectangle,,,northern side ship,"W, open",W,,SE,round,round,,,,,1 - round-rectangle (irregular),,,,,38,,,,,,"Palol 1962, 42, Fig. 6; Schlunk/Hauschild 1978, 50, Abb. 27x [Pisc.]; 79, Abb. 59",,,,
589,584,,,,,Fornells-Es Cap des Port,"Fornells-Es Cap des Port, Spain",4.05,39.99,1,,certain or very probable,"Menorca - Fornells-Es Cap des Port (Els Fornells) {Baleares}, Kirche im Hafen",,,"Fornells-Es Cap des Port, Els Fornells",Spain,,Menorca,,,6 (2. H.),550,599,6,575,6,,c,Church in harbor,,NE,rectangle,,,,"S, W","S, W",,E,round,rectangle,,,,,rectangle with ciborium projections,,,3,,,,,,,,"Palol in: ACA 11, 1978, Fig. 1",,,,
590,585,,,,,Isla del Rey,"Isla del Rey, Spain",4.059894,39.9113853,1,Illa del Rei,certain or very probable,Menorca - Isla del Rey (Illeta del Rey) {Baleares} ,,,"Isla del Rey, Illeta del Rey",Spain,,Menorca,,,6 (2. H.),550,599,6,575,6,,,,,NNE,rectangle,,,northern side ship,"E, open","E, open",,E,round,,,,,,,,,1,,,,,,,,"Schlunk/Hauschild 1978, 50, Abb. 27w [Pisc.]; 184, Abb. 112",,,,
591,586,,,,,Son Bou,"Son Bou, Spain",4.08,39.90,1,,certain or very probable,Menorca - Son Bou {Baleares},,,Son Bou,Spain,,Menorca,,,6/7,500,699,7,600,7,,,,,NE,rectangle,,,,W,E,,M-E,round,quatrefoil,round,,,,,,y,,,70,,190,,,,"Palol 1962, 40, Fig. 1; 41 (Abb. o. + m. re.) [Pisc.]; Schlunk/Hauschild 1978, 50, Abb. 27v [Pisc.]; 187, Abb. 114",,,,
592,587,,,,,Merialba,"Merialba, Spain",-5.89,39.03,3,Hotel?,certain or very probable,"Merialba (Marialba) {León}, Märtyrerkirche",,,"Merialba, Marialba",Spain,León,,,,6/7,500,699,7,600,7,,c,Church of the Martyrs,Martyrs,SW,rectangle,,,,"N, W","N, W",,M,oval,,,,,,open access,,,3,"E, W",100,n,,,,,"Hauschild in: ACA 8, CXXXIX, Abb. 2; Schlunk/Hauschild 1978, 13, Abb. 7; 50, Abb. 271 [Pisc.]",,,,
593,588,,,,,Reccopolis,"Reccopolis, Spain",-2.89,40.32,1,,certain or very probable,Reccopolis (Recópolis/Zorita de los Canes) {Cuenca},,,"Reccopolis, Recópolis, Zorita de los Canes",Spain,Cuenca,,,,7 (nach?),600,699,7,650,7,n,,,,NW,rectangle,,,,S,S,,M,rectangle,,,,,,,,y,,,,,,,,,"Fintaine 1973, 413 (Abb.); Olmo Enciso 1988, Fig. 5",,Ristow Tafel 37b,,
594,589,"297, 382",,,,San Pedro de Alcántara,"San Pedro de Alcántara, Spain",-4.98,36.48,1,,certain or very probable,"San Pedro de Alcántara (b. Marbella) {Málaga}, Vega del Mar",Marbella,,San Pedro de Alcántara,Spain,Málaga,,,,5/6,400,599,6,500,6,,,,,NW,trapezoid,,,,"N, E","N, W",,W,quatrefoil,oval,,,,,quatrefoil stepped,1,,3,"S, N",110,,,,,,"Schlunk/Hauschild 1978, 50, Abb. 27u [Pisc.]; 174, Abb. 100; Ulbert 1978, 84, Abb 34; 144, Abb. 57 [Pisc.]; 170, Abb. 75; Ramos Saínz 1994, 107, Lám. 4",,Ristow Tafel 21a,,
595,590,,107,,,San Pedro de Mérida,"San Pedro de Mérida, Spain",-6.18,38.95,1,,certain or very probable,San Pedro de Mérida (östl. Mérida) {Badajoz},Mérida,,San Pedro de Mérida,Spain,Badajoz,,,,5/6,400,599,6,500,6,,,,,SE,rectangle,,,southern side ship,open,open,,N,rectangle,,,,,,one side round,,,4,"E, W",93,,,,,,"Schlunk/Hauschild 1978, 44, Abb. 23; 50, Abb. 27j [Pisc.]; Ulbert 1978, 149, Abb 62b [Pisc.]",,,,
596,591,,,,,Saucedo,"Saucedo, Spain",-4.90,39.94,1,Talavera de la Reina 7 km,certain or very probable,"Saucedo (b. Talavera de la Reina/Talabriga) {Toledo}, Basilika in einer römischen villa","Talavera de la Reina, Talabriga",,Saucedo,Spain,Toledo,,,,6,500,599,6,550,6,,c,Basilica in a Roman villa,,W,rectangle,,,?,E,E,,ME,cross,rectangle,,,,,rectangle irregual,,,2,"E, W",100,,,y,,,"Ramos Saínz 1994, 106, Lám. 1a",,,,
597,592,,,,,Sevilla,"Sevilla, Spain",-5.97,37.38,1,,certain or very probable,"Sevilla {Sevilla}, Alcazar - Patio de los Naranjos; Phase: 1",,,Sevilla,Spain,Sevilla,,,,4/5 (Ende),300,499,5,400,5,,,,,,rectangle,,,,,,,NE,square,,,,,,open access,,,,W,88,,,,,,"Bendala Galán/Negueruela 1980, 349, Fig. 7; Fig. 9,A [Pisc.]; Hauschild 1980, 200, Abb. 8 [Pisc.]",Ristow Tafel 19d,,,
598,593,,,,,Sevilla,"Sevilla, Spain",-5.97,37.38,1,,certain or very probable,"Sevilla {Sevilla}, Alcazar - Patio de los Naranjos; Phase: 2",,,Sevilla,Spain,Sevilla,,,,5 (Ende),475,499,5,487,5,,,,,,rectangle,,,,,,,NE,octogon,,,,,,irregular,,,1,,,,,,y,4,"Bendala Galán/Negueruela 1980, 349, Fig. 7; Fig. 9,B [Pisc.]",Ristow Tafel 19d,,,
599,594,,,,,Sevilla,"Sevilla, Spain",-5.97,37.38,1,,certain or very probable,"Sevilla {Sevilla}, Alcazar - Patio de los Naranjos; Phase: 3",,,Sevilla,Spain,Sevilla,,,,8,700,799,8,750,8,,,,,,rectangle,,,,,,,NE,octogon,,,,,,irregular,,,1,,,,,,,,"Bendala Galán/Negueruela 1980, 349, Fig. 7; Fig. 9,C [Pisc.]",Ristow Tafel 19d,,,
600,595,"304, 371",,,,Tarragona,"Tarragona, Spain",1.25,41.12,1,,certain or very probable,"Tarragona (Hippona) {Tarragona}, S. Fructuoso",,Hippona,Tarragona,Spain,Tarragona,,,,5 (Anfang),400,424,5,412,5,,,S. Fructuoso,Fructuoso,SE,square,,,,W,W,,M,rectangle,,,,,,,,,2,"N, S",69,,,,,,"Schlunk/Hauschild 1978, 50, Abb. 27d [Pisc.]; 132, Abb. 84; Veganzones in: ACA 12,2, 1156, Fig. 5",,,,
601,596,324,,,,Terrassa,"Terrassa, Spain",2.01,41.57,1,,certain or very probable,"Terrassa (Egara/Tarrasa) {Barcelona}, Sta. María; Phase: 1",,,"Terrassa, Egara, Tarrasa",Spain,Barcelona,,,,5/6 (Ende 5),400,599,6,500,6,n,,Sta. María,Mary,E,octogon,,,,,,,M,square,,,,,,with ciborium projections,,,2,,70,,,,y,4,"Lehmann 1962, 28, Abb. 5; Schlunk/Hauschild 1978, 50, Abb. 27b [Pisc.]; 148, Abb. 89a; Jernigan 1981, 172f., Fig. 5f.",Ristow Tafel 10c,,,
602,597,,,,,Terrassa,"Terrassa, Spain",2.01,41.57,1,,certain or very probable,"Terrassa (Egara/Tarrasa) {Barcelona}, zu der Kirchengruppe gehöring (S. Miguel); Phase: 2",,,"Terrassa, Egara, Tarrasa",Spain,Barcelona,,,,6/7,500,699,7,600,7,,,To the church group (S. Miguel),Michael,M,rectangle,,,4 niches and inside support ring,S,,E,M,octogon,,,,,,,,,,,,,,,,,"Lehmann 1962, 28, Abb. 5; Palol 1967, 46, Fig. 12",,,,
603,598,,,,,Iglesia de Valdecebadar,"Iglesia de Valdecebadar, Spain",-7.09,38.74,1,,certain or very probable,Valdecebadar (b. Olivenza) {Badajoz},Olivenza,,Valdecebadar,Spain,Badajoz,,,,7,600,699,7,650,7,,,,,N,rectangle,,,,W,W,,E,rectangle,,,,,,,1,,3,"E, W",100,,,,,,"Schlunk/Hauschild 1978, 50, Abb. 27h [Pisc.]; 89, Abb. 65; Ulbert 1978, 149, Abb 62b [Pisc.]",,,,
604,599,,,,,Wamba,"Wamba, Spain",-4.92,41.68,1,,certain or very probable,Wamba (westl. Valladolid) {Valladolid},Valladolid,,Wamba,Spain,Valladolid,,,,MA (11),1000,1099,11,1050,11,,,,,,,,,,,,,,round,,,,,,,,y,,,,,,,,,,,,,
605,600,,,100,,Old Dongola,"Old Dongola, Sudan",30.74,18.23,1,,certain or very probable,"Alt Dongola (Old Dongola) {Nubien}, Alte Kirche; Phase: 1",,,"Alt Dongola, Old Dongola",Sudan,,,Nubia,,6/7 (Ende 6),500,699,7,600,7,,c,old church,,SE,rectangle,,,,"N, W","N, W",,M-S,round,,,,,,open access,,,4,"E, W",160,,,,,,"Godlewski 1979, 99ff., fig. 55ff.",,,,
606,601,,,100,,Old Dongola,"Old Dongola, Sudan",30.74,18.23,1,,certain or very probable,"Alt Dongola (Old Dongola) {Nubien}, Alte Kirche; Phase: 2",,,"Alt Dongola, Old Dongola",Sudan,,,Nubia,,7 (später),650,799,8,725,8,,c,old church,,SE,rectangle,,,,"N, W","N, W",,M-S,round,,,,,,open access,1,,4,E,60,,,,,,"Godlewski 1979, 99ff., fig. 55ff.",,,,
607,602,,,100,,Old Dongola,"Old Dongola, Sudan",30.74,18.23,1,,certain or very probable,"Alt Dongola (Old Dongola) {Nubien}, Kirche mit dem Steinboden (Eglise au Dallage de Pierre); Phase: 1",,,"Alt Dongola, Old Dongola",Sudan,,,Nubia,,6/7,500,699,7,600,7,,c,Church with the stone floor (Eglise au Dallage de Pierre),,SE,rectangle,,,,,,,M,round,,,,,,open access,,,4,"E, W",173,,,,,,"Godlewski 1979, 104ff.; fig. 63ff.",,,,
608,603,,,100,,Old Dongola,"Old Dongola, Sudan",30.74,18.23,1,,certain or very probable,"Alt Dongola (Old Dongola) {Nubien}, Kirche mit dem Steinboden (Eglise au Dallage de Pierre); Phase: 2",,,"Alt Dongola, Old Dongola",Sudan,,,Nubia,,7/8,600,799,8,700,8,,c,Church with the stone floor (Eglise au Dallage de Pierre),,SE,rectangle,,,,,,,M,oval,cross,,,,,open access in oval,1,,,"N, S, E",75,,,,,,"Godlewski 1979, 104ff.; fig. 63ff.",,,,
609,604,,,100,,Old Dongola,"Old Dongola, Sudan",30.74,18.23,1,,certain or very probable,"Alt Dongola (Old Dongola) {Nubien}, Kirche mit dem Granitsäulen (Eglise aux Colonnes de Granit); Phase: 1",,,"Alt Dongola, Old Dongola",Sudan,,,Nubia,,7 (2. H.),650,699,7,675,7,,c,Church with the granite columns,,SE,rectangle,,,,"N, W","S, W",E,M-S,cross,,,,,,,1,,,,,,,,,,"Godlewski 1979, 111ff.; fig. 71ff.",,,,
610,605,,,100,,Old Dongola,"Old Dongola, Sudan",30.74,18.23,1,,certain or very probable,"Alt Dongola (Old Dongola) {Nubien}, Kirche mit dem Granitsäulen (Eglise aux Colonnes de Granit); Phase: 2",,,"Alt Dongola, Old Dongola",Sudan,,,Nubia,,9 (?),800,899,9,850,9,n,c,Church with the granite columns,,SE,rectangle,,,,"N, W","S, W","E, W",SW,rectangle,,,,,,,,,,,,,,,,,"Godlewski 1979, 111ff.; fig. 71ff.",,,,
611,606,,,100,,Old Dongola,"Old Dongola, Sudan",30.74,18.23,1,,certain or very probable,"Alt Dongola (Old Dongola) {Nubien}, Kirche mit dem Granitsäulen (Eglise aux Colonnes de Granit); Phase: 3",,,"Alt Dongola, Old Dongola",Sudan,,,Nubia,,MA (10/11),900,1099,11,1000,11,,c,Church with the granite columns,,S,inside the church,,,,"N, open","N, E",S,sekundär,round,,,,,,,,y,,,25,,68,,,,"Godlewski 1979, 111ff.; fig. 71ff.; 115, fig. 76 [Pisc.]",,,,
612,607,,,100,,Meinarti,"Meinarti, Sudan",30.58,21.01,1,,certain or very probable,Meinarti (Mainarti) {Nubien},,,"Meinarti, Mainarti",Sudan,,,Nubia,,"MA (11, oder schon 7?)",600,1099,11,850,9,n,,,,SE,rectangle,,,,W,W,,SE,round,,,,,,,,,,,40,,,y,,,"Godlewski 1979, 95, fig. 49",,,https://en.wikipedia.org/wiki/Meinarti,
613,608,,,100,,Wādi Ğazāli,"Wādi Ğazāli, Sudan",34.82,13.19,3,Wad Abu Ghazal,certain or very probable,"Wādi Ğazāli (Ghazali) {Nubien}, Konventkirche",,,"Wādi Ğazāli, Ghazali",Sudan,,,Nubia,,MA (10?),900,999,10,950,10,n,c,Convent church,,In,inside the church,,,,Open,open,,,rectangle,,,,,,,,,,,,,,,y,4,"Godlewski 1979, 86ff.; fig. 37ff.",,https://www.google.cz/search?q=ghazali+sudan&client=firefox-b-ab&dcr=0&tbm=isch&tbo=u&source=univ&sa=X&ved=0ahUKEwjGxci7rOvWAhWJb1AKHT5gCFAQsAQIKQ&biw=1906&bih=925,http://nubianmonasteries.uw.edu.pl/ghazali/,http://www.pbase.com/bmcmorrow/ghazali&page=all
614,609,,62,,,Abu Šarğe,"Abu Šarğe, Syria",36.72,35.98,2,Hamá,certain or very probable,Abu Šarğe (nördl. Ḥamāh),Ḥamāh,,Abu Šarğe,Syria,,,,,7 (vor?),550,699,7,625,7,n,,,,,,,,,,,,,cross,,,,,,,,,,,,,,,,,,,,,
615,610,,71,,,Bā'Ūdā,"Bā'Ūdā, Syria",36.69,35.74,2,Ruwēiḥa,certain or very probable,Bā'Ūdā (südl. Ruwēiḥa/b. Dj. Riha),"Ruwēiḥa, Dj. Riha",,Bā'Ūdā,Syria,,,,,5 (2. H.),450,499,5,475,5,,,,,SW,rectangle,,,,S,S,E,E,square,,,,,,,,y,,,,,,,,,"Dufaȳ 1988, Pl. V",,,,
616,611,,,,,Babutta,"Babutta, Syria",36.65,36.20,1,,certain or very probable,Babutta,,,Babutta,Syria,,,,,6,500,599,6,550,6,,,,,NW,rectangle,,,,W,,,E,round,square,,,,,,,y,,,70,n,70,,y,2 (4),"Dufaȳ 1988, Pl. XIV,3; XV,2; Dufaȳ in ACA 11, 648, Fig. 7",,,,
617,612,22,,,,Bamuqqa,"Bamuqqa, Syria",36.64,36.20,1,,certain or very probable,"Bamuqqa (Bamoukka/Dj. Bariša), N-Kirche",,,"Bamuqqa, Bamoukka, Dj. Bariša",Syria,,,,,6/7 (Ende),500,699,7,600,7,,c,northern church,,SE,square,,,,W,W,E,E,round,square,,,,,,,y,,,100,n,100,,,,"Dufaȳ 1988, Pl. XIV,4; XIX; Dufaȳ in ACA 11, 648, Fig. 6",,,,
618,613,52,,,,Dar Qīta,"Dar Qīta, Syria",36.57,36.13,2,Barisha,certain or very probable,"Dar Qīta (Dār Kīta/b. Dj. Bariša), SS. Paul und Moses",Dj. Bariša,,"Dar Qīta, Dār Kīta",Syria,,,,,515/516,515,516,6,516,6,,,SS. Paul and Moses,"Paul, Moses",SE,rectangle,,,,"N, W",,E,E,semicircle,,,,,,,,,,,126,,,,,,"Leclercq in: DACL II (1910) Sp. 439, fig. 1351; Lassus 1947, 33, Fig. 13; Dufaȳ 1988, Pl. IV,2; XI; XX,2;",,,,
619,614,,81,,,Déhés,"Déhés, Syria",36.62,36.18,1,,certain or very probable,"Deir Déhès (Dehes/b. Dj. Bariša), O-Kirche",Dj. Bariša,,"Deir Déhès, Dehes",Syria,,,,,6,500,599,6,550,6,,c,eastern church,,SE,square,,,,W,,,,round,square,,,,,,,,,,,,,,,,"Donceel-Voûte 1988, 55, Fig. 28",,,,
620,615,"8, 97",,,,Deir es Solaib,"Deir es Solaib, Syria",36.72,35.98,2,Hamá,certain or very probable,"Deir es Solaib (Dair Solaib/westl. Ḥamāh), Kirche A",Ḥamāh,,"Deir es Solaib, Dair Solaib",Syria,,,,,5/6,400,599,6,500,6,,c,church A,,SW,square,,,,"N, S, W","N, W",,M,cross,,,,,,,,y,1,,,,,,,,"Ben Pechat 1986, Fig. 13; Donceel-Voûte 1988, 61, Fig. 33",,,,
621,616,53,,,,Deir Seta,"Deir Seta, Syria",36.48,34.52,1,Seta,certain or very probable,"Deir Seta (Dêr Sêta/b. Dj. Bariša), W-Kirche (Bpt II)",Dj. Bariša,,"Deir Seta, Dêr Sêta",Syria,,,,,6,500,599,6,550,6,,c,western church (Bpt II),,NE,hexagon,,,,"N, S",,,M,round,,,,,,(?),,,,,,,,,y,6,"Vogüé 1865, Pl. 117; Leclercq in: DACL II (1910) Sp. 443, fig. 1355; Lassus 1947, 226, fig. 95; Khoury 1987, Bd. I, Fig. 35f.",,,,
622,617,1,,,,Dura-Europos,"Dura-Europos, Syria",40.73,34.75,1,,certain or very probable,Dura-Europos (Doura-Europos/Qal'at es-Sālīhīya),,,"Dura-Europos, Doura-Europos, Qal'at es-Sālīhīya",Syria,,,,,232,232,232,3,232,3,,,,,NW,rectangle,,,,2 S,S,,W,rectangle,,,,,,,,,,,95,,,,y,2 (4),"Pillinger 1994, 298, Abb. 3",Ristow Tafel 1a,,,
623,618,,,,,Ḥalabiyya,"Ḥalabiyya, Syria",39.82,35.69,1,,certain or very probable,"Ḥalabiyya (Halebiye/b. Zenobia), O-Kirche (Kathedrale)",Zenobia,,"Ḥalabiyya, Halebiye",Syria,,,,,500 (um),475,524,6,500,6,,c,eastern chrurch (cathedral),,SE,rectangle,,,,"N, S, E, W","N, S, E, W",E,M,cross,octogon,,,,,octogon ~,,y,,,60,n,70,,,,"De'Maffei 1990, Tav. LXXXII, Fig. F",,,https://de.wikipedia.org/wiki/Halabiya,
624,619,,,,,Ḥalabiyya,"Ḥalabiyya, Syria",39.82,35.69,1,,certain or very probable,"Ḥalabiyya (Halebiye/b. Zenobia), W-Kirche/N-Kirche",Zenobia,,"Ḥalabiyya, Halebiye",Syria,,,,,531-540,531,540,6,536,6,,c,western church/northern church,,NE,rectangle,,,,W,W,,E,semicircle,rectangle,,,,,,,,,,,,,,y,4 (2),"Desceudres 1983, fig. 9; De'Maffei 1990, 167, Fig. D",,,https://de.wikipedia.org/wiki/Halabiya,
625,620,,,,,Ḥnak,"Ḥnak, Syria",36.39,35.35,2,Zawiya Mountain,certain or very probable,Ḥnak (Henak/Hunak/Khirbet el-Henak - b. Dj. ez-Zawieh/nördl. Ḥamāh),"Dj. ez-Zawieh, Ḥamāh",,"Ḥnak, Henak, Hunak, Khirbet el-Henak",Syria,,,,,6 (1. H.),500,549,6,525,6,,,,,,,,,,,,,,round,cross,rectangle,,,,,,y,,,74,n,84,,,,"Piscirillo 1977, Tav. 40; Ben Pechat 1986 I, 268, Fig. 16 [Pisc.]",,,,
626,621,,,,,Ḥūarte,"Ḥūarte, Syria",36.72,35.98,2,Hamá,certain or very probable,"Ḥūarte (Dj. es-Zawieh/nördl. Ḥamāh), N-Kirche; Phase 1","Dj. ez-Zawieh, Ḥamāh",,Ḥūarte,Syria,,,,,5 (?-483),400,483,5,442,5,n,c,northern church,,N,rectangle,,,,W,W,,ME,rectangle,rectangle,,,,,1 - rectangle-oval,,,3,"N, S",,,,,y,4,"Ben Pechat 1986, Fig. 11; Donceel-Voûte 1988, 96, Fig. 64",,,,
627,622,,,,,Ḥūarte,"Ḥūarte, Syria",36.72,35.98,2,Hamá,certain or very probable,"Ḥūarte (Dj. es-Zawieh/nördl. Ḥamāh), S-Kirche (St. Michael/= neues Bpt.); Phase 2","Dj. ez-Zawieh, Ḥamāh",,Ḥūarte,Syria,,,,,517/18 (= t.a.),517,518,6,518,6,,c,south church (St. Michael / = new bapt.),,NW,square,,,,"N, W","S, W",,M,round,cross,square,,,,,,,4x1 and 1 stufe (round),,,,,,,,"Canivet 1980, 150, Fig. 3; Ben Pechat 1986, Fig. 12; Donceel-Voûte 1988, 90, Fig. 58",,,,
628,623,23,,,,Khirbet el-Khatib,"Khirbet el-Khatib, Syria",36.57,36.13,2,Barisha,certain or very probable,"Khirbet el-Khatib (Ḥerbet Ḥaṭīb/Dj. Bariša), Kirche von 473/74",Dj. Bariša,,"Khirbet el-Khatib, Ḥerbet Ḥaṭīb",Syria,,,,,532/33,532,533,6,533,6,,c,church from 173/74,,SE,square,,,~,W,W,E,E,round,semicircle,,,,,,,,,,70,n,,,,,"Dufaȳ 1988, Pl. I; XIV,1; XX,1; Dufaȳ in ACA 11, 649, Fig. 11",,,church from 473/74,
629,624,,,,,Khirbet Šarkiyeh,"Khirbet Šarkiyeh, Syria",,,4,,certain or very probable,Khirbet Šarkiyeh (Ḥerbet Šarqiye(h)),,,"Khirbet Šarkiyeh, Ḥerbet Šarqiye, Ḥerbet Šarqiyeh",Syria,,,,,5/6 (Ende 5),400,599,6,500,6,n,,,,SW,rectangle,,,,N,N,,E,round,square,,,,,,,y,,,75,n,75,,y,4,"Dufaȳ 1988, Pl. I; IV,1; XVI,1; XVII; Dufaȳ in ACA 11, 648, Fig. 9",,,,
630,625,30,,,,Kseğbe,"Kseğbe, Syria",36.57,36.13,2,Barisha,certain or very probable,"Kseğbe (Ksēdjibeh/Kseijbé/b. Dj. Bariša), O-Kirche (414/15)",Dj. Bariša,,"Kseğbe, Ksēdjibeh, Kseijbé",Syria,,,,,5 (1. H.),400,449,5,425,5,,c,eastern church (414/15),,SE,rectangle,,,,W,W,E,E,semicircle,,,,,,(?),,,,,,,,,,,"Leclercq in: DACL II (1910) 428, fig. 1338 (mit Abb. 1347 verwechselt); Butler 1929, 50, Ill. 47; Lassus 1947, 174, Fig. 79; Dufaȳ 1988, XIII,2",,,eastern church (414/15),
631,626,81,,,,Ob Djanah,"Ob Djanah, Syria",36.72,35.98,2,Hamá,certain or very probable,Ob Djanah (Ob Ğanah/nordwestl. Ḥamāh/b. Dj. il-Ala),"Dj. il-Ala, Ḥamāh",,"Ob Djanah, Ob Ğanah",Syria,,,,,6,500,599,6,550,6,,,,,,,,,,,,,,cross,square,,,,,,,y,,,,,,,,,,,,,
632,627,,,,,Qalaat Al Madiq,"Qalaat Al Madiq, Syria",36.39,35.42,1,,certain or very probable,"Qal'at al-Mudīq (Qal'at el Mudiq/Apamea), Kirche im Süden (an der Gr. Kolonnade)",,,"Qal'at al-Mudīq, Qal'at el Mudiq, Apamea",Syria,,,,,6,500,599,6,550,6,,c,Church in the South (at the Colonade),,,,,,,,,,,cross,square,,,,,,,y,,,,,,,,,,,,,
633,628,,,,,Qalaat Al Madiq,"Qalaat Al Madiq, Syria",36.39,35.42,1,,certain or very probable,"Qal'at al-Mudīq (Qal'at el Mudiq/Apamea), O-Kathedrale (Kirchengruppe); Phase: 1",,,"Qal'at al-Mudīq, Qal'at el Mudiq, Apamea",Syria,,,,,5/6,400,599,6,500,6,,c,eastern-cathedrale (church group),,NE,rectangle,,,rectangle-trefoil,"W, N, S","W, N, S",,N,round,quatrefoil,rectangle,,,,rectangle ~,,,,,80,,,,,,"Balty 1981, 107, Abb. 111 [Raum CD]; Ulbert in: ACA 11, 439, Abb. 6",,,,
634,629,,,,,Qalaat Al Madiq,"Qalaat Al Madiq, Syria",36.39,35.42,1,,certain or very probable,"Qal'at al-Mudīq (Qal'at el Mudiq/Apamea), O-Kathedrale (Kirchengruppe); Phase: 2",,,"Qal'at al-Mudīq, Qal'at el Mudiq, Apamea",Syria,,,,,6-(?),500,unknown,#VALUE!,500,6,n,c,eastern-cathedrale (church group),,SE,rectangle,,,,"N, 2 S, W","N, S, W",E,,unknown,,,,,,,,,,,,,,,,,"Balty 1981, 107, Abb. 111 [Raum BL]; Ulbert in: ACA 11, 439, Abb. 6",,,,
635,630,,,,,Qal'at Kalōta,"Qal'at Kalōta, Syria",36.94,36.35,1,http://books.openedition.org/ifpo/4363?lang=fr,certain or very probable,"Qal'at Kalōta (Qal'at Qalota/b. Dj. Sim'án), Märtyrerkapelle",Dj. Sim'án,,"Qal'at Kalōta, Qal'at Qalota",Syria,,,,,?,unknown,unknown,#VALUE!,#DIV/0!,#DIV/0!,n,c,Martyr's chapel,Martyrs,,,,,,,,,SE,round,,,,,,,,,,,50,,,,y,,,,,,
636,631,"59, 98",,,,Deir Semaan,"Deir Semaan, Syria",36.84,36.33,1,Deir Semaan,certain or very probable,"Qal'at Sim'án (Dj. Sim'án), Heiligtum des Simeon Stylitis; Phase: 1",,,"Qal'at Sim'án, Dj. Sim'án",Syria,,,,,500 (um 491),466,515,6,491,5,,,Sanctuary of Simeon Stylitis,Simeon Stylitis,N,octogon,,,niches (3 rounds/5 squaers),"N, S, W","N, S, W",E,E,round,,,,,,,,,4,"N, S",70,,,,,,"Vogüé 1865, Pl. 149f.; Leclercq in: DACL II (1910) Sp. 449, fig. 1363; Lassus 1947, 227, fig. 96; Emminghaus 1966, 85, Fig. 1",Ristow Tafel 1b,,,
637,632,"59,  98",,,,Deir Semaan,"Deir Semaan, Syria",36.84,36.33,1,Deir Semaan,certain or very probable,"Qal'at Sim'án (Dj. Sim'án), Heiligtum des Simeon Stylitis; Phase: 2",,,"Qal'at Sim'án, Dj. Sim'án",Syria,,,,,6,500,599,6,550,6,,,Sanctuary of Simeon Stylitis,Simeon Stylitis,N,octogon,,,niches (3 rounds/5 squaers),"N, S, W","N, S, W",E,E,oval,,,,,,open access,,,4,"N, S",50,,,,,,"Leclercq in: DACL II (1910) Sp. 449f., fig. 1363; Lassus 1947, 227, fig. 96; Emminghaus 1966, 85, Fig. 1",Ristow Tafel 1b,,,
638,633,28,,,,Qaṣr Iblīsu,"Qaṣr Iblīsu, Syria",36.57,36.13,2,Barisha,certain or very probable,"Qaṣr Iblīsu (Kasr Iblīs(o)u/b. Dj. Bariša), W-Kirche",Dj. Bariša,,"Qaṣr Iblīsu, Kasr Iblīsu, Kasr Iblīsou",Syria,,,,,431,431,431,5,431,5,,c,western church,,SE,rectangle,,,,"N, W","N, W",E,,semicircle,,,,,,,,,,,,,,,,,"Dufaȳ 1988, Pl. XII",,,,
639,634,,,,,KirkBiza,"KirkBiza, Syria",36.59,36.18,1,,certain or very probable,Qirqbize (Qirkbize),,,"Qirqbize, Qirkbize, Kirkbizeh, Karkbizeh, Kirkbize, Karkbize, Kirkbiza, Karkbiza, Qirqbizeh, Qirqbize, Qarqbize, Qirqbiza, Qarqbiza",Syria,,,,,6,500,599,6,550,6,,,,,S,rectangle,,,,"N, W",W,,E,round,rectangle,,,,,,,,,,100,,,,y,4,"Donceel-Voûte 1988, 259, Fig. 236; Dufaȳ 1988, Pl. I; XV,1;Dufaȳ in ACA 11, 649, Fig. 10",,,,
